No,Brand,Nomor Permohonan,Tahun Permohonan,Status,Kode Kelas,Deskripsi Kelas
247,HITAKO POWER EQUIPMENTS,D002008018557,2008,Didaftar,7,"bahan bakar gas, bahan bakar minyak tanah atau solar, mesin diesel dengan pembakaran dalam, traktor tangan, mini traktor, generator set complete alternator untuk arus AC dan DC, electric motor untuk arus AC dan DC, starting motor untuk arus AC dan DC, welder generator, (mesin dinamo las), gearbox, speed reducer, mesin penggiling padi, mesin penggiling tepung, dan cabe, mesin pemutih beras, mesin pemotong rumput, mesin adukan semen, air compressor, mesin penyemprot mesin cuci motor, Mesin motor perahu atau kapal dengan bahan bakar bensin"
248,DELLOITE,D002008018559,2008,Didaftar,7,"bahan bakar gas, bahan bakar minyak tanah atau solar, mesin diesel dengan pembakaran dalam, traktor tangan, mini traktor, generator set complete alternator untuk arus AC dan DC, electric motor untuk arus AC dan DC, starting motor untuk arus AC dan DC, welder generator, (mesin dinamo las), gearbox, speed reducer, mesin penggiling padi, mesin penggiling tepung, dan cabe, mesin pemutih beras, mesin pemotong rumput, mesin adukan semen, air compressor, mesin penyemprot mesin cuci motor, Mesin motor perahu atau kapal dengan bahan bakar bensin"
249,BOMCO,D002008018560,2008,Didaftar,7,"anjungan pemboran (terapung atau tidak terapung), derek, ekstraktor untuk pertambangan, mesin giling, mesin pemboran, Mesin pengerjaan tambang, mesin pengilangan minyak, perkakas untuk pengerjaan logam, pompa (bagian dari mesin, pendorong atau motor), pompa (mesin)"
250,ORINO PREMIUM QUALITY,D002008018562,2008,Didaftar,30,"Segala macam jenis beras, beras merah, gula, garam, ketan hitam, ketan putih, tepung ketan, tepung beras, sarapan yang terbuat dari padi-padian, jagung, makaroni, tepung tapioka, tepung"
251,TANI JAYA HIGH QUALITY,D002008018563,2008,Didaftar,30,"Segala macam jenis beras, beras merah, gula, garam, ketan hitam, ketan putih, tepung ketan, tepung beras, sarapan yang terbuat dari padi-padian, jagung, makaroni, tepung tapioka, tepung"
252,007,D002008018568,2008,Didaftar,5,"Insektisida, pembasmi serangga, obat nyamuk, lem lalat, tissue anti nyamuk bahan-bahan anti nyamuk, bahan-bahan pembasmi kuman, karbol, kreolin, lisol, pembasmi tumbuhan buruk, herbisida, pembasmi binatang perusak, lem tikus, pembasmi jamur, fungisida, hasil-hasil pharmasi, hasil-hasil ilmu kesehatan, hasil-hasil ilmu kedokteran hewan, obat-obatan, jamu-jamu, vitamin-vitamin, minyak angin, salep, obat gosok, obat merah (yodium tentur), tetes mata, pembalut/perban, band aid, pembalut wanita/sanitary napkin"
253,BA - ALI,D002008018578,2008,Didaftar,30,"Segala macam jenis sambal, kecap, dan segala macam jenis kue basah dan kue kering yaitu bala-bala, comro, kue talam, lapis legit, bolu kukus, lemper, lontong, kue cake, tart, pizza, kue bugis, roti, roti keju, roti kismis, roti pisang, roti cokelat, roti jagung, roti kelapa, roti wijen, roti meses, donat,  gula,  garam, saos, cuka, kecap, dan rempah-rempah, vanili, mie, bihun, sohun, baking powder: hunkwe, biscuit, penyedap rasa"
254,ARWVS ATTITUDE,D002008018590,2008,Didaftar,25,"T-shirt, Kaos, Kemeja, Jaket, Celana, Rok, Ikat pinggang Segala macam alas kaki, Segala macam tutup kepala"
255,SOMNOMED,D002008018594,2008,Didaftar,10,"Belat penahan rahang bawah, yang merupakan peralatan medis yang digunakan untuk mengobati dengkur dan terhentinya pernapasan sementara selama tidur (sleep apnoea)"
256,HAO PAO PAO + HURUF KANJI,D002008018595,2008,Didaftar,25,"anak-anak dan bayi, celana pria, anak-anak dan bayi, pakaian dalam, celana jeans, celana panjang, celana pendek, singlet, pakaian seragam, mandi, pengantin, renang, Segala macam konpeksi, pakaian pria, tidur, piyama, kimono, daster, kebaya, kutang wanita, jas, jaket, T-shirt, kaos oblong, kaos singlet, kaos kaki, kemeja, rok, blus, sarung tangan pakaian, dasi, ikat pinggang, bretel, topi, kopiah, peci, songkok, ikat kepala, mantel, scarf, korset, celana ketat, tali sandang, rompi, kerudung kepala, popok bayi dari tekstil, manset, pakaian pengendara motor, pakaian dinas seragam, pakaian kerja, jas hujan, baju mantel luar, baju hangat, baju stelan, bretel/talo, selempang, mantel/jas panjang, tutup kepala, topi baret, topi-topi, topi renang, songkok, rangka topi, alas kaki, selop, kelom, terompah, sepatu, sandal, sepatu sandal, sepatu olahraga, sepatu kerja, sol sepatu, sol sandal, alat pencegah tergelincir untuk sepatu, sepatu bot, sepatu tenis, sepatu basket, sepatu bola, sepatu olah raga, sepatu senam, sepatu-sepatu kesehatan, sandal, sandal-sandal kesehatan, wanita"
257,HURUF KANJI HAO PAO PAO,D002008018596,2008,Didaftar,28,"ayunan bayi, boneka-boneka, baju boneka, mainan untuk bayi, balon mainan, blok bangunan (mainan), bola-bola kecil untuk permainan, bola untuk permainan, boneka-boneka, boneka kayu, botol susu boneka (mainan), catur (permainan), dadu, gasing (mainan), gelondong untuk benang layang- layang, giring-giring (mainan), giring-giring untuk pohon natal, dudukan pohon natal, hadiah-hadiah keciI untuk pesta (cindera mata dansa), hiasan pohon natal (kecuali barang-barang penerangan dan gula-gula), jala untuk olah raga (net), kamar tidur boneka, kantong bola untuk permainan, kartu-kartu main, kartu domino, kartu remi, kedok mainan, kedok teater, kelereng untuk permainan, kuda goyang, layang-layang, mangkok dadu, meja untuk bola kaki dalam ruangan, shuttle cock/kok, kitchen set (dapur set mainan), shower set mainan, meja untuk tenis meja, mobil- mobilan, motor-motoran, papan catur, peralatan sulap, permainan panah-panahan, permainan otomatis (bukan yang dioperasikan dengan kepingan logam dan selain yang diadaptasi untuk digunakan hanya dengan alat penerima televisi), petasan mainan, pistol angin (mainan), pistol mainan, sumbat untuk pistol-pistolan (mainan), tempat tidur boneka (mainan), topeng mainan, alat-alat senam dan olah raga dan tidak termasuk dalam ===las lain, Segala macam jenis mainan anak-anak"
258,SM,D002008018599,2008,Didaftar,9,"computer disc, disk dan pita kaset audio dan video, mesin otomat dan mekanisme untuk aparat yang bekerja dengan memasukkan uang logam ke dalamnya, Mesin penjual, pembawa data yang telah diprogram dalam bentuk tabung yang berisi jarum yang berfungsi menggerakkan ROM, kaset, tape disk magnet atau disk optikal dan dicetak dalam papan sirkuit, mainan otomatis selain dari yang dijalankan dengan (uang) logam serta yang disesuaikan untuk dipakai hanya dengan penerima televisi, perangkat lunak mainan video untuk mesin hiburan secara elektrik dengan layar, cairan kristal, mesin otomat yang bekerja dengan memasukkan uang logam ke dalamnya, film-film bioskop yang diekspose, piringan hitam, disk audio yang belum direkam, pita audio yang belum direkam atau pita-pita video, bagian-bagian dan penyesuai untuk semua barang yang dinyatakan sebelumnya, pesawat komputer, bagian-bagian dari komputer, aparat dan instrumen pengajaran dan pendidikan, pembawa data mesin cepat, peralatan pengolahan data dan komputer, tape recorder, amplifier, speaker, equalizer, tuner/radio, CD/Compact Disc player, VCD player, DVD player, laser disc player, microphone, pesawat telepon, pesawat televisi, diskette, alat-alat potret, alat-alat optik, pesawat penggerak otomatis, mesin-mesin bicara, kas register, batu battery, pesawat video, antena parabola, booster, mesin teleks, audio mixer, professional power amplifier, sound processor (compressor limiter, active crossover, professional equalizer, echo, delay), professional speaker system (untuk band, untuk lapangan, untuk studio), perangkat lunak komputer, perangkat lunak komputer dan publlkasi secara elektronik yang diberikan online dari data base atau dari fasilitas yang disediakan dalam internet, aparat untuk merekam, -mengirim, -mengolah dan -mereproduksi suara, -gambar atau -data"
259,SHAJUERI,D002008018602,2008,Didaftar,3,"Sediaan-sediaan pemutih dan mencuci, deterjen, sediaan-sediaan untuk membersihkan,- mengkilatkan,-membuang lemak dan menggosok, sabun, wangi-wangian, minyak kolonyo, parfum, deodorant, kosmetika, susu pembersih untuk keperluan merias diri, astringen (cairan pembersih muka), kapas kecantikan, pensil alis, sipat mata, bulu mata palsu, kuku palsu, cat kuku, lipstik (gincu pemerah bibir), maskara, eye shadow, eye liner, lotion, baby oil (minyak bayi), milk body, cream pelembab untuk wajah, alas bedak, bedak-bedak, shampoo, conditioner, minyak-minyak sari kosmetika, minyak rambut, semir rambut, cream rambut, cream pencukur rambut, hair spray, cairan pengeriting rambut, bahan-bahan pemeliharaan gigi, tapal gigi, semir sepatu, kertas tissue wangi basah, hio, kemenyan, dupa, amplas, pelitur, belau, batu/pasir amaril (emery), batu apung"
260,MAESTRO,D002008018604,2008,Didaftar,12,Jok mobil
261,RESPONSE,D002008018606,2008,Didaftar,28,"Permainan serta alat-alatnya, boneka, alat-alat perlengkapan olah raga, perhiasan-perhiasan untuk pohon natal, kartu-kartu main"
262,RESPONSE,D002008018607,2008,Didaftar,25,"Segala macam pakaian jadi untuk pria-wanita dan anak-anak, konpeksi, busana muslim, mukena (perlengkapan sholat), kemeja, jaket, jas, mantel, kaos singlet, kaos oblong, t-shirt, celana pendek, celana panjang, celana renang, pakaian renang, kutang wanita, pakaian dalam untuk pria- wanita dan anak-anakkaos kaki, stocking, dasi, topi, tutup kepala, sarung tangan, ban pinggang, sepatu, sandal, selop, sol sepatu"
263,FIRMAN NEW POWER NEW LIFE,D002008018610,2008,Didaftar,7,"-untuk alat-alat hydraulik dan kompresor-kompresor udara, -untuk minyak sebagai bahan bakar, klep-klep, Mesin-mesin dan mesin-mesin perkakas,motor-motor (kecuali untuk kendaraan- kendaraan), kopeling-kopeling dan ban-ban mesin, alat-alat besar untuk pertanian, alat pengeram, blok bantalan penyangga untuk mesin, landas poros (bagian-bagian mesin), cincin peluru untuk blok-blok bantalan, blok bantalan untuk poros transmisi,tali dinamo,sabuk mesin,sabuk untuk motor dan mesin, tali kipas untuk motor dan mesin, Filter {suku cadang mesin), alat penyala untuk motor pembakar dalam, magnet penyala, magnet penyala untuk motor mesin, alat pengangkat (mesin), sambungan (bagian mesin), kopeling silang {kopeling gardan, bantalan golong, busi penyala untuk motor pembakaran dalam, mesin untuk kapal, motor untuk kapal, dinamo-dinamo, mesin-mesin pencuci kenderaan, mesin-mesin pengering, kendaraan, instalasi untuk mencuci kendaraan dan instalasi untuk mengeringkan kendaraan, khususnya yang terdiri dari mesin-mesin pencuci kendaraan dan mesin-mesin pengering kendaraan mesin-mesin dan mesin-mesin perkakas yaitu : mesin serut (ketam)/serutan mesin,mesin bor, mesin gerinda, mesin gergaji (gergaji bulat), gergaji band (band saw), mesin pompa air, mesin pompa udara (kompresor), mesin pemotong kayu, mesin gergaji pemotong kayu, mesin pengasah mata pisau, mesin pemotong listrik, bor listrik, buldoser, vacuum cleaner, mesin pengisap debu, mesin cuci piring, mesin cuci, mesin jahit, mesin obras, mesin pelubang kancing, gunting listrik, gergaji listrik-, pompa listrik, pompa air listrik, blender, mixer, juicer, mesin pemarut buah-buahan dan sayur-sayuran, karburator, compreor, lift, eskalator, tali kipas, tali motor mesin jahit yang terbuat-dari kulit untuk mesin, peralatan irigasi, alat-alat besar untuk pertanian, motor-motor (kecuali untuk kendaraan-kendaraan), kopling-kopling dan komponen- komponen transmisi, busi, ban-ban untuk mesin, alat pengeram, mesin penyemprot cat, mesin pemangkas dan pencukur bulu, pembuka kaleng dari listrik, bajak-bajak, mata bajak, meja putar untuk membuat keramik, mesin cetak, mesin bubut, alat-alat pembersih yang menggunakan uap, mesin setrika uap, mesin pelicin, mesin uap, pompa air listrik beserta perlengkapannya dan suku cadangnya (spare parts), mesin-mesin untuk industri dan rumah tangga: pompa-pompa untuk menyalurkan an air: -untuk industri, saringan-saringan (bahagian babagian dari mesin-mesin dan motor-motor), alat-alat penjernih untuk kondensasi serta alat-alat penjernih otomatis tabung-tabung dan botol- botol sistim-sistim penjernih air, motor-motor listrik, mesin pompa pasir listriksegala macam onderdil mobil/kendaraan bermotor yaitu : as sok, as stater, bearing, bos sok, CDI, cabulator, condensor, cop busi, busi, cylinder, filter, ftaser, kiprok, membran, piston ring, piston, ring piston, bearing, stang piston, platina, segala coil, stang piston, gear"
264,PRENASE,D002008018616,2008,Didaftar,32,"jamur, Sediaan hasil farmasi, ilmu kehewanan dan saniter, jamu dan obat-obatan, balsem, parem, parem gosok, arak gosok, menthol gosok, salep, lotion anti nyamuk, kertas tissue basah anti serangga/nyamuk, minuman kesehatan, energy drink, food supplement, larutan penyegar untuk menurunkan panas dalam, minuman tonic, minyak-minyak kesehatan, hasil-hasil makanan pantang untuk anak-anak dan orang sakit, bahan-bahan untuk berpantang makan/diet yang disesuaikan untuk pemakai medis, susu dan makanan untuk bayi, susu dan makanan untuk ibu hamil, plester-plester, koyo, kapas untuk kesehatan, bahan-bahan pembalut, bahan-bahan untuk menambal gigi, bahan pembuat gigi palsu, bahan pembasmi kuman, sediaan untuk membasmi binatang perusak, tumbuh-tumbuhan, insektisida, fungisida, pestisida, obat-obatan untuk membasmi serangga, obat nyamuk, karbol, cairan pembersih dan pengharum lantai, kamper"
265,YUZU,D002008018618,2008,Didaftar,3,"Sediaan-sediaan pemutih, sediaan-sediaan untuk membersihkan,- mengkilatkan,-membuang lemak dan menggosok, bahan-bahan pemeliharaan gigi, tapal gigi, semir sepatu, hio, kemenyan, dupa, amplas, pelitur, belau, batu/pasir amaril (emery), batu apung"
266,YUKI,D002008018619,2008,Didaftar,3,"membuang lemak dan menggosok, kapas kecantikan, bahan-bahan pemeliharaan gigi, tapal gigi, semir sepatu, hio, kemenyan, dupa, amplas, pelitur, belau, batu/pasir amaril (emery), batu apung, mengkilatkan, Sediaan-sediaan pemutih dan sediaan-sediaan untuk membersihkan"
267,LUNG XIANG,D002008019506,2008,Didaftar,7,"Generator/alat pembangkit tenaga listrik, mesin penghisap udara, alat penyemprot (mesin), mesin pemukul, sabuk mesin, mesin pelengkung, mesin pengasah mata pisau, kompresor (mesin), pemotong (mesin-mesin), mesin-mesin bor, mesin-mesin pengering, dinamo-dinamo, pembangkit tenaga dalam keadaan darurat, mesin dan motor hidrolik, turbin hidrolik, mesin bubut, mesin pemotong rum put, mesin pelobang, dongkrak"
268,PETIT CHOU,D002008019509,2008,Didaftar,25,"Pakaian, sepatu bot dan sepatu-sepatu, syal-syal, lembaran-lembaran panjang pakaian tebal yang digunakan untuk menghangatkan leher, dasi-dasi, dasi kupu-kupu, topi-topi dan pet [tutup kepala], penutup kuping [pakaian], kaus kaki, ikat pinggang untuk pakaian, celemek [pakaian]"
269,HARIMAU LAMPUNG + LUKISAN,D002008019510,2008,Didaftar,22,"Terpal, karung, tali plastik, tambang plastik, terpal serbaguna, jala-jala, tenda-tenda, layar-layar"
270,SLIMS,D002008019512,2008,Didaftar,24,"Spring bed, bahan tekstil,  taplak meja, sarung bantal kursi, sarung bantal bayi, sarung bantal dewasa, bed cover bayi, bed cover dewasa, selimut bayi, selimut dewasa, sprei bayi, sprei dewasa, batik, tenunan, tilam-tilam tempat tidur dan meja, bahan rajutan, brokat, kelambu, selendang, saputangan, handuk"
271,SELAYAR ISLAND + LOGO,D002008019513,2008,Didaftar,24,"Spring bed, bahan tekstil,  taplak meja, sarung bantal kursi, sarung bantal bayi, sarung bantal dewasa, bed cover bayi, bed cover dewasa, selimut bayi, selimut dewasa, sprei bayi, sprei dewasa, batik, tenunan, tilam-tilam tempat tidur dan meja, bahan rajutan, brokat, kelambu, selendang, saputangan, handuk"
272,ENEOS,D002008019520,2008,Didaftar,4,"Minyak-minyak untuk industri, minyk-minyak dan lemak-lemak yang tidak dapat dimakan, bahan bakar, pelumas, lilin-lilin"
273,1-DAY ACUVUE TRUEYE,D002008019522,2008,Didaftar,9,Lensa-lensa kontak
274,TRUEYE,D002008019524,2008,Didaftar,9,Lensa-lensa kontak
275,LUKISAN LION,D002008019531,2008,Didaftar,30,"cuka, saus-saus (bumbu-bumbu), garam, moster, Kopi, teh, kakao, gula, beras, tapioka, sagu, kopi buatan; tepung dan sediaan terbuat dari gandum, roti, pastry dan kembang gula, es konsumsi; madu, sirup (treacle); ragi, bubuk untuk membuat roti; garam, mostar; cuka, saos; rempah-rempah; es; donat; produk roti (bakery); kue kering (cookies); kue-kue; kue pai; muffin; kue goreng polos, yang dibaluri, yang dilapisi dan yang diisi; roti bagel (bagels); sandwich; pizza; ekstrak rasa/perasa (flavoring extracts); chip-chip kembang gula untuk dipanggang (confectionery chips for baking); bahan isian yang berbahan dasar fla (custard) untuk kue-kue; bahan isian yang berbahan dasar coklat untuk kue-kue; topping yang berbahan dasar coklat; minuman dengan bahan dasar kopi; minuman berbahan dasar teh; minuman dengan bahan dasar kakao; minuman-minuman berjenis kental dengan rasa kopi ( coffee-flavored slush-type drinks)., madu, air gula, ragi, bubuk pengembang roti/kue, rempah-rempah, Roti lapis (sandwich); kopi, teh, kakao, gula, beras, tapioka, sagu, bahan pengganti kopi; tepung dan sediaan yang terbuat dari sereal; roti, biskuit, kue-kue (cakes), kue pastry dan kembang gula; madu, sirop tetes (treacle); ragi, bubuk pengembang kue;garam, moster, lada, cuka, saus, rempah-rempah; es., roti, kue-kue dan kembang-kembang gula, es konsumsi, tepung dan sediaan-sediaan terbuat dari gandum"
276,LUKISAN LION,D002008019532,2008,Didaftar,29,"agar-agar, buah yang dimasak dalam setrup, Daging, ikan, unggas dan binatang buruan, saripati daging, buah-buahan dan sayuran yang diawetkan, dikeringkan dan dimasak, selai-selai, susu dan hasil-hasil produksi susu, minyak-minyak dan lemak-Iemak yang dapat dimakan, telur"
277,OKEPUNYA,D002008019535,2008,Didaftar,2,"Cat kayu, cat besi, cat tembok, pernis, lak-lak, teak oil, thiner, dempul, plamuur, pengencer cat, meni, afduner, wenter, sirlak, oker, pencegah karatan dan kelapukan kayu, bahan-bahan warna (kecuali untuk makanan dan minuman), tinta cetak, bahan pelapis cat (coatings), bahan pelapis untuk penutup atap (cat), cat-cat keramik, gandarukem, cat kedap api, sari kayu cat, lak gom, sediaan anti karat"
278,FOKUS,D002008019536,2008,Didaftar,9,"Aparat dan instrumen ilmu pengetahuan, pelayaran, geodesi, fotografi, timbangan, alat ukur, aparat pemadam kebakaran, adaptor, accu batery, trafo, transformator, ballast/trafo Iampu, stater lampu neon, neon, stater untuk lampu fluorescent, fitting listrik, stop kontak/steker/fitting listrik, socket, skakeIar, stabilisir listrik, alat tes listrik/muititester, seterika listrik, kabel antena, kabel listrik dan kabel telepon"
279,FOKUS,D002008019537,2008,Didaftar,11,"Aparat untuk keperluan pemanasan, penghasil uap, pemasakan, pendinginan, pengeringan, penyegaran udara, penyediaan air, dan kebersihan, yaitu : kipas angin, air conditioner, rice cooker, kompor masak listrik, kompor masak minyak, kompor masak gas, microwave/ovenan listrik, hair dryer, panci masak listrik, pemasak air listrik, pemasak kopi listrik, lampu-lampu kapal, lampu-lampu sinar UV, wajan-wajan masak listrik, kulkas/lemari es, lemari pendingin, kran-kran air, wastafel, closet, aparat pengisap debu listrik, tungku-tungku pemanas, ventilator yang digerak dengan listrik, aparat penyaring udara dan penyaring asap rokok, aparat untuk keperluan penerangan lampu-lampu listrik, lampu darurat, lampu neon, lampu strong king, lampu taman, lampu kapal, lampu senter dan lampu bias, water heater/pemanas air, shower-shower mandi, vacuum cleaner, aparat untuk memanggang (panggangan roti, daging/ikan), luminer lampu neon/balak/balok lampu neon, kap lampu neon, kotak lampu neon dan rangka/rumah lampu neon, kaos lampu dan bola lampu senter/dop lampu senter, dispender air/water dispenser, katup-katup dan keran-keran dari logam serta perlengkapan daripadanya"
280,JF PRODUCTS,D002008019540,2008,Didaftar,28,Alat-alat pancing dan perlengkapan alat pancing
281,REMIGIO,D002008019548,2008,Didaftar,25,"Sepatu, sandal dan selop"
282,PHANTOM + LOGO,D002008019553,2008,Didaftar,8,Alat pemasang dan alat pembuka ban kendaraan bermotor secara manual
283,TROPICAL FLOWER,D002008019557,2008,Didaftar,19,Batu-batu alam
284,RATU UDANG,D002008019560,2008,Didaftar,31,"Kacang hijau, kacang tanah, bawang merah, bawang putih, bawang bombai, lombok kering"
285,RATU UDANG + LOGO,D002008019562,2008,Didaftar,30,"Asam, kemiri, ketumbar, wijen, rempah-rempah, jinten, merica, pala, ketan, sagu, sohun, cengkeh"
286,MASTER,D002008019565,2008,Didaftar,5,"Vitamin-vitamin, obat yang diminum, jamu"
287,SATU KELAPA + LUKISAN,D002008019567,2008,Didaftar,30,Wingko dan jenang
288,FM MILD,D002008019570,2008,Didaftar,34,"Segala macam rokok, yaitu : rokok kretek, rokok filter, rokok kobot, tembakau, kertas rokok, asbak dan geretan/korek api"
289,TANG SENG + LOGO,D002008019572,2008,Didaftar,19,"Bahan-bahan, bangunan (bukan logam), kusen, jendela, pintu, keramik, batu-batu alam dan buatan, pipa-pipa dari beton atau dari semen, bahan untuk membuat jalan, aspal, pek, bitumen, bangunan-bangunan yang dapat dipindah-pindah bukan dari logam, monumen-monumen bukan dari logam, cerobong-cerobong asap"
290,PERIPOR,D002008019577,2008,Didaftar,1,"Plastik-plastik yang belum diproses dalam bentuk butiran, cairan, bubuk, pasta atau dispersiKalas 17:  Bahan-bahan isolasi terbuat dari plastik, produk-produk setengah jadi terbuat dari plastik"
291,FINESTONE,D002008019578,2008,Didaftar,17,"Cat-cat===  Bahan-bahan isolasi, lembaran-lembaran isolasi permukaan===  Bahan-bahan bangunan (bukan logam), plesteran kasar (renders) dan mortar-mortar"
292,BMBS + LOGO,D002008019579,2008,Didaftar,12,"Alat anti-pencurian untuk kendaraan, Ban untuk roda kendaraan, Bodi kendaraan, Girboks untuk kendaraan darat, Kendaraan bertenaga listrik, Kendaraan-kendaraan untuk bergerak di darat, udara, air atau rel, Mobil, Mobil sport, Motor-motor untuk kendaraan darat, Sepeda motor; kendaraan listrik; mobil; sepeda yang dilengkapi motor kecil; kendaraan untuk penggerak melalui darat; mesin untuk kendaraan darat; ban untuk roda kendaraan; pesawat udara; kapal pesiar; jok untuk kendaraan."
293,TAMAXONE,D002008019583,2008,Didaftar,5,"Pestisida, insektisida, fungisida, herbisida, dan rodentisida"
294,SUMO,D002008019584,2008,Didaftar,34,"Tempat abu rokok bukan dari logam, asbak, pipa cangklong"
295,ASTRO,D002008019585,2008,Didaftar,34,"Batu geretan, geretan, korek api, korek pemantik gas (korek api gas), penyala (geretan), tabung gas untuk pemantik, tempat abu rokok bukan dari logam, tempat korek api bukan dari ­logam mulia, asbak, cerutu, barang-barang keperluan perokok, pipa cangklong"
296,PACIFIC,D002008019586,2008,Didaftar,34,"Batu geretan, Geretan, Korek api, korek pemantik gas(korek api gas), Penyala(geretan), Tabung gas untuk pemantik, Tempat abu rokok bukan dari logam, Tempat korek api bukan dari logam mulia, asbak, Barang-barang keperluan perokok, Pipa cangklong"
297,MOTEVO,D002008019587,2008,Didaftar,9,"alat hiburan yang disesuaikan untuk penggunaan dengan pesawat televisi, alat penerima audio dan video, amplifier, corong untuk pengeras suara, layar video, pemutar DVD, pemutar MP3, pemutar MP4, Perkakas penentu arah (navigasi) untuk kendaraan (komputer terpasang), perkakas satelit penentu arah, perkakas televisi, radio kendaraan, salon untuk pengeras suara, sambungan akustik, stereo untuk keperluan pribadi"
298,SOOLFIL,D002008019591,2008,Didaftar,23,"Benang untuk tekstil, benang untuk permadani, tali temali dari sabut kelapa, benang kapas, tisik, elastik, sulam, rami, goni, linen, rayon, karet, jahit sutera, katun, wol, plastik, benang bahan api untuk penggunaan dalam tekstil"
299,MAXFILL,D002008019593,2008,Didaftar,23,"Benang untuk tekstil, benang untuk permadani, tali temali dari sabut kelapa, benang kapas, tisik, elastik, sulam, rami, goni, linen, rayon, karet, jahit sutera, katun, wol, plastik, benang bahan api untuk penggunaan dalam tekstil"
300,C K,D002008019601,2008,Didaftar,30,Bubuk kopi
301,TRX-R,D002008019620,2008,Didaftar,9,Helm pelindung kepala untuk pengendara bermotor roda dua
302,ARISTOCRAT,D002008019621,2008,Didaftar,19,Segala macam keramik
303,DE OSCAR,D002008019622,2008,Didaftar,19,Segala macam keramik
304,OPTIMA,D002008019623,2008,Didaftar,19,Segala macam keramik
305,CITICER,D002008019624,2008,Didaftar,19,Segala macam keramik
306,EXFORGE HCT,D002008019630,2008,Didaftar,5,"Sediaan2 farmasi; makanan dan bahan2 diet yang disesuaikan untuk keperluan medis; suplemen diet untuk manusia; zat anti-inflamasi; sediaan2 anti-inflamasi; senyawa yang memiliki aktifitas anti- inflamasi; suplemen diet untuk keperluan medis; suplemen makanan untuk diet yang disesuaikan untuk keperluan medis; enzim untuk suplemen diet; suplemen makanan untuk keperluan medis; suplemen makanan yang mengandung obat; suplemen makanan untuk pengobatan untuk keperluan tambahan nutrisi; mineral untuk suplemen makanan; suplemen tambahan nutirsi; suplemen tambahan vitamin dan mineral; sediaan2 penumbuh rambut untuk pengobatan; sediaan2 untuk pengobatan untuk menstimulasi pertumbuhan rambut; semacam obat yang digunakan untuk mengurangi gejala seperti kejang otot, rasa sakit, dan hyperreflexia (muscle relaxants); sediaan2 farmasi untuk digunakan dalam pengobatan ketegangan otot; sediaan2 untuk saluran kemih."
307,EJOCIA,D002008019631,2008,Didaftar,5,"Sediaan2 farmasi; makanan dan bahan2 diet yang disesuaikan untuk keperluan medis; suplemen diet untuk manusia; zat anti-inflamasi; sediaan2 anti-inflamasi; senyawa yang memiliki aktifitas anti- inflamasi; suplemen diet untuk keperluan medis; suplemen makanan untuk diet yang disesuaikan untuk keperluan medis; enzim untuk suplemen diet; suplemen makanan untuk keperluan medis; suplemen makanan yang mengandung obat; suplemen makanan untuk pengobatan untuk keperluan tambahan nutrisi; mineral untuk suplemen makanan; suplemen tambahan nutirsi; suplemen tambahan vitamin dan mineral; sediaan2 penumbuh rambut untuk pengobatan; sediaan2 untuk pengobatan untuk menstimulasi pertumbuhan rambut; semacam obat yang digunakan untuk mengurangi gejala seperti kejang otot, rasa sakit, dan hyperreflexia (muscle relaxants); sediaan2 farmasi untuk digunakan dalam pengobatan ketegangan otot; sediaan2 untuk saluran kemih."
308,AL KABEER,D002008019634,2008,Didaftar,29,"buah-buahan serta sayur- sayuran yang diawetkan, dikeringkan dan dimasak, Daging, ikan, unggas dan binatang buruan; sari daging; buah-buahan serta sayursayuran yang diawetkan, dibekukan, dikeringkan dan dimasak; jeli, sele, saus buahbuahan; telur, susu dan produk susu; minyak dan lemak yang dapat dimakan; bahan isian yang berbahan dasar buah untuk donat, kue kering (cookies), kue-kue, dan kue pai; topping buah; topping kacang; lemak (shortenings); sop; selada (salads); krim; krimer (creamer) bukan dari susu; makanan ringan yang berbahan dasar buah; makanan ringan yang berbahan dasar kacang; hummus; krim keju (cream cheese); susu asam (yogurt)., jeli, selai, saus buah-buahan, minyak dan lemak yang dapat dimakan, sari daging, telur, susu dan produk susu"
